,Dataset,Idx,Text,Number of Pile examples,Mean cosine similarity,Num neighbors,Embedding
338,conlang_translation,7,"The following are sentences in Atikampé and their English translations:

 ATIKAMPÉ: Tapré patai.
 ENGLISH_TRANSLATION: The monkey eats.
 ATIKAMPÉ: Ahi akro.
 ENGLISH_TRANSLATION: The child works.
 ATIKAMPÉ: Ahi patai rahé.
 ENGLISH_TRANSLATION: The big monkey works.
 ATIKAMPÉ: Ahi mbi maté.
 ENGLISH_TRANSLATION: The good man works.
 ATIKAMPÉ: Ahi maté akro.
 ENGLISH_TRANSLATION: The child works well.
 ATIKAMPÉ: Ahi mbani mbi kiñé.
 ENGLISH_TRANSLATION: The old man works badly.
 ATIKAMPÉ: Tambi préña.
 ENGLISH_TRANSLATION: The macaw drinks.
 ATIKAMPÉ: Katé kiñé akro.
 ENGLISH_TRANSLATION: The child sleeps a long time.
 ATIKAMPÉ: Tambi rahé mbi mbani.
 ENGLISH_TRANSLATION: The bad man drinks a lot.
 ATIKAMPÉ: Katé rahé préña rahé.
 ENGLISH_TRANSLATION: The big macaw sleeps a lot.


Now, translate the following from Atikampé to English: 
ENGLISH TRANSLATION: The old macaw works.
ATIKAMPÉ:",130042828,0.9324594743850101,1000,ST5
339,conlang_translation,7,"The following are sentences in Gornam and their English translations:

GORNAM: Ek truge dis Pemt.
ENGLISH TRANSLATION: I am wearing the shirt.
GORNAM: Ek wott dis Pemt leuren.
ENGLISH TRANSLATION: I want to buy the shirt.
GORNAM: Sa roture dei Rose en.
ENGLISH TRANSLATION: She tries on the pants.
GORNAM: Sa wott dis Cleds enteren.
ENGLISH TRANSLATION: She wants to put on the dresses.
GORNAM: Ek tere def Sock en.
ENGLISH TRANSLATION: I put on the skirt.
GORNAM: Sa teren hir Enzus es.
ENGLISH TRANSLATION: They take off their coats.
GORNAM: Ek nure atten.
ENGLISH TRANSLATION: I must eat.
GORNAM: Ha att def Pinel.
ENGLISH TRANSLATION: He eats the apple.
GORNAM: Sa conn nuch dei Coke enroturen.
ENGLISH TRANSLATION: She cannot try on the socks.
GORNAM: Yu nurst dei Pinels nuch atten.
ENGLISH TRANSLATION: You must not eat the apples.
GORNAM: Sa leurt min Spee.
ENGLISH TRANSLATION: She buys my food.
GORNAM: Dei Med leurt dei Pizza.
ENGLISH TRANSLATION: The woman buys the pizza.
GORNAM: Ek nure dis Pemt esturen.
ENGLISH TRANSLATION: I must try on the shirt.
GORNAM: De Mann hemt dei Orange.
ENGLISH TRANSLATION: The man takes the orange.
GORNAM: Wi atten def Mann.
ENGLISH TRANSLATION: We eat the man.
GORNAM: Sa wotten dei Socks.
ENGLISH TRANSLATION: They want the skirts.


Now, translate the following from Gornam to English: 
GORNAM: Ek wott min Enzu.
ENGLISH TRANSLATION:",130042828,0.9518279426882029,1000,ST5
340,conlang_translation,7,"The following are sentences in Holuan and their English translations:

HOLUAN: asi ęg piog
ENGLISH TRANSLATION: two months
HOLUAN: ame ęg tomt
ENGLISH TRANSLATION: three days
HOLUAN: bame ęg jog
ENGLISH TRANSLATION: three people
HOLUAN: mlrolam ęg lamk
ENGLISH TRANSLATION: six pigs
HOLUAN: baom ęg sensei
ENGLISH TRANSLATION: five teachers
HOLUAN: aom ęg neb
ENGLISH TRANSLATION: five years
HOLUAN: asea ęg mlębęto
ENGLISH TRANSLATION: nine afternoons
HOLUAN: mlsea ęg heb
ENGLISH TRANSLATION: nine scrolls
HOLUAN: mlrolam ęg giot
ENGLISH TRANSLATION: six papayas
HOLUAN: baeo ęg mtolęb
ENGLISH TRANSLATION: eight children
HOLUAN: tęmoaj na o bame ęg piok
ENGLISH TRANSLATION: thirteen boys
HOLUAN: tęmoaj na o aiot ęg tilang
ENGLISH TRANSLATION: seventeen hours
HOLUAN: udesi ęg piog
ENGLISH TRANSLATION: February
HOLUAN: udeme ęg oboer
ENGLISH TRANSLATION: Wednesday


Now, translate the following from English to Holuan: 
ENGLISH: August
HOLUAN TRANSLATION:",130042828,0.9402123023464901,1000,ST5
341,conlang_translation,7,"The following are sentences in Holuan and their English translations:

HOLUAN: asi ęg piog
ENGLISH TRANSLATION: two months
HOLUAN: ame ęg tomt
ENGLISH TRANSLATION: three days
HOLUAN: bame ęg jog
ENGLISH TRANSLATION: three people
HOLUAN: mlrolam ęg lamk
ENGLISH TRANSLATION: six pigs
HOLUAN: baom ęg sensei
ENGLISH TRANSLATION: five teachers
HOLUAN: aom ęg neb
ENGLISH TRANSLATION: five years
HOLUAN: asea ęg mlębęto
ENGLISH TRANSLATION: nine afternoons
HOLUAN: mlsea ęg heb
ENGLISH TRANSLATION: nine scrolls
HOLUAN: mlrolam ęg giot
ENGLISH TRANSLATION: six papayas
HOLUAN: baeo ęg mtolęb
ENGLISH TRANSLATION: eight children
HOLUAN: tęmoaj na o bame ęg piok
ENGLISH TRANSLATION: thirteen boys
HOLUAN: tęmoaj na o aiot ęg tilang
ENGLISH TRANSLATION: seventeen hours
HOLUAN: udesi ęg piog
ENGLISH TRANSLATION: February
HOLUAN: udeme ęg oboer
ENGLISH TRANSLATION: Wednesday


Now, translate the following from Holuan to English: 
HOLUAN: udeiot ęg oboer
ENGLISH TRANSLATION:",130042828,0.9402123023464901,1000,ST5
342,conlang_translation,7,"The following are sentences in Mkafala and their English translations:

MKAFALA: Zoka, mkatuna.
ENGLISH TRANSLATIONS: Indeed, I do (wish to).
MKAFALA: Tatuna ongoyanba.
ENGLISH TRANSLATION: We wish to travel.
MKAFALA: Ukgoka uwafine.
ENGLISH TRANSLATION: The teacher is stirring.
MKAFALA: Mkamunde ongofine.
ENGLISH TRANSLATION: I am learning to stir.
MKAFALA: Olagoka lawayanba.
ENGLISH TRANSLATION: The teachers are travelling.
MKAFALA: Olamdomi lawayanba ke?
ENGLISH TRANSLATION: Are the leaders travelling?
MKAFALA: Ukmdomi uwayanba imdopha?
ENGLISH TRANSLATION: The leader is really travelling?
MKAFALA: Olagoka lathetho esuya ke?
ENGLISH TRANSLATION: Are the teachers boiling soup?
MKAFALA: Ukmdomi uwathetho.
ENGLISH TRANSLATION: The leader is boiling.
MKAFALA: Lamlone olamtyano?
ENGLISH TRANSLATION: How are the dogs?
MKAFALA: Umphoba mlone?
ENGLISH TRANSLATION: How do you ride?
MKAFALA: Utuna ongomunde imdopha?
ENGLISH TRANSLATION: He really wishes to learn?
MKAFALA: Zoka, uwatuna.
ENGLISH TRANSLATION: Indeed, he does (wish to).
MKAFALA: Lamtofa olagoka?
ENGLISH TRANSLATION: Where are the teachers?
MKAFALA: Ukbaba ubiga ukgoka.
ENGLISH TRANSLATION: Father visits the teacher.
MKAFALA: Utuna ongothetho esuya ke?
ENGLISH TRANSLATION: Do you wish to boil soup?
MKAFALA: Mkamunde ongolokhuna emkafala mtofa?
ENGLISH TRANSLATION: Where do I learn to read Mkafala?


Now, translate the following from English to Mkafala: 
ENGLISH: Indeed, how are the fathers learning?
MKAFALA TRANSLATION:",130042828,0.9450383355633825,1000,ST5
343,conlang_translation,7,"The following are sentences in Mkafala and their English translations:

MKAFALA: Zoka, mkatuna.
ENGLISH TRANSLATIONS: Indeed, I do (wish to).
MKAFALA: Tatuna ongoyanba.
ENGLISH TRANSLATION: We wish to travel.
MKAFALA: Ukgoka uwafine.
ENGLISH TRANSLATION: The teacher is stirring.
MKAFALA: Mkamunde ongofine.
ENGLISH TRANSLATION: I am learning to stir.
MKAFALA: Olagoka lawayanba.
ENGLISH TRANSLATION: The teachers are travelling.
MKAFALA: Olamdomi lawayanba ke?
ENGLISH TRANSLATION: Are the leaders travelling?
MKAFALA: Ukmdomi uwayanba imdopha?
ENGLISH TRANSLATION: The leader is really travelling?
MKAFALA: Olagoka lathetho esuya ke?
ENGLISH TRANSLATION: Are the teachers boiling soup?
MKAFALA: Ukmdomi uwathetho.
ENGLISH TRANSLATION: The leader is boiling.
MKAFALA: Lamlone olamtyano?
ENGLISH TRANSLATION: How are the dogs?
MKAFALA: Umphoba mlone?
ENGLISH TRANSLATION: How do you ride?
MKAFALA: Utuna ongomunde imdopha?
ENGLISH TRANSLATION: He really wishes to learn?
MKAFALA: Zoka, uwatuna.
ENGLISH TRANSLATION: Indeed, he does (wish to).
MKAFALA: Lamtofa olagoka?
ENGLISH TRANSLATION: Where are the teachers?
MKAFALA: Ukbaba ubiga ukgoka.
ENGLISH TRANSLATION: Father visits the teacher.
MKAFALA: Utuna ongothetho esuya ke?
ENGLISH TRANSLATION: Do you wish to boil soup?
MKAFALA: Mkamunde ongolokhuna emkafala mtofa?
ENGLISH TRANSLATION: Where do I learn to read Mkafala?


Now, translate the following from Mkafala to English: 
MKAFALA: Lathetho ukgoka ke?
ENGLISH TRANSLATION:",130042828,0.9450383355633825,1000,ST5
344,conlang_translation,8,"The following are sentences in Gornam and their English translations:

GORNAM: Ek truge dis Pemt.
ENGLISH TRANSLATION: I am wearing the shirt.
GORNAM: Ek wott dis Pemt leuren.
ENGLISH TRANSLATION: I want to buy the shirt.
GORNAM: Sa roture dei Rose en.
ENGLISH TRANSLATION: She tries on the pants.
GORNAM: Sa wott dis Cleds enteren.
ENGLISH TRANSLATION: She wants to put on the dresses.
GORNAM: Ek tere def Sock en.
ENGLISH TRANSLATION: I put on the skirt.
GORNAM: Sa teren hir Enzus es.
ENGLISH TRANSLATION: They take off their coats.
GORNAM: Ek nure atten.
ENGLISH TRANSLATION: I must eat.
GORNAM: Ha att def Pinel.
ENGLISH TRANSLATION: He eats the apple.
GORNAM: Sa conn nuch dei Coke enroturen.
ENGLISH TRANSLATION: She cannot try on the socks.
GORNAM: Yu nurst dei Pinels nuch atten.
ENGLISH TRANSLATION: You must not eat the apples.
GORNAM: Sa leurt min Spee.
ENGLISH TRANSLATION: She buys my food.
GORNAM: Dei Med leurt dei Pizza.
ENGLISH TRANSLATION: The woman buys the pizza.
GORNAM: Ek nure dis Pemt esturen.
ENGLISH TRANSLATION: I must try on the shirt.
GORNAM: De Mann hemt dei Orange.
ENGLISH TRANSLATION: The man takes the orange.
GORNAM: Wi atten def Mann.
ENGLISH TRANSLATION: We eat the man.
GORNAM: Sa wotten dei Socks.
ENGLISH TRANSLATION: They want the skirts.


Now, translate the following from Gornam to English: 
GORNAM: Yu nurst def Cled nuch enteren.
ENGLISH TRANSLATION:",130042828,0.9518279426882029,1000,ST5
345,conlang_translation,9,"The following are sentences in Gornam and their English translations:

GORNAM: Ek truge dis Pemt.
ENGLISH TRANSLATION: I am wearing the shirt.
GORNAM: Ek wott dis Pemt leuren.
ENGLISH TRANSLATION: I want to buy the shirt.
GORNAM: Sa roture dei Rose en.
ENGLISH TRANSLATION: She tries on the pants.
GORNAM: Sa wott dis Cleds enteren.
ENGLISH TRANSLATION: She wants to put on the dresses.
GORNAM: Ek tere def Sock en.
ENGLISH TRANSLATION: I put on the skirt.
GORNAM: Sa teren hir Enzus es.
ENGLISH TRANSLATION: They take off their coats.
GORNAM: Ek nure atten.
ENGLISH TRANSLATION: I must eat.
GORNAM: Ha att def Pinel.
ENGLISH TRANSLATION: He eats the apple.
GORNAM: Sa conn nuch dei Coke enroturen.
ENGLISH TRANSLATION: She cannot try on the socks.
GORNAM: Yu nurst dei Pinels nuch atten.
ENGLISH TRANSLATION: You must not eat the apples.
GORNAM: Sa leurt min Spee.
ENGLISH TRANSLATION: She buys my food.
GORNAM: Dei Med leurt dei Pizza.
ENGLISH TRANSLATION: The woman buys the pizza.
GORNAM: Ek nure dis Pemt esturen.
ENGLISH TRANSLATION: I must try on the shirt.
GORNAM: De Mann hemt dei Orange.
ENGLISH TRANSLATION: The man takes the orange.
GORNAM: Wi atten def Mann.
ENGLISH TRANSLATION: We eat the man.
GORNAM: Sa wotten dei Socks.
ENGLISH TRANSLATION: They want the skirts.


Now, translate the following from Gornam to English: 
GORNAM: Ha wott def Enzu esteren.
ENGLISH TRANSLATION:",130042828,0.9518279426882029,1000,ST5
346,emoji_movie,0,"Q: What movie does this emoji describe? 👸👠🕛
  choice: crouching tiger hidden dragon
  choice: the green mile
  choice: incendies
  choice: cinderella
  choice: ran
A:",130042828,0.822054331097069,1000,ST5
347,emoji_movie,10,"Q: What movie does this emoji describe? 👦💀🎸
  choice: das boot
  choice: underground
  choice: mulan
  choice: coco
  choice: the big sleep
A:",130042828,0.8238248907847529,1000,ST5
348,emoji_movie,11,"Q: What movie does this emoji describe? 🧔✈️🏝🏐🗓
  choice: elite squad: the enemy within
  choice: the maltese falcon
  choice: mary poppins
  choice: cast away
  choice: slumdog millionaire
A:",130042828,0.8276624877554104,1000,ST5
349,emoji_movie,12,"Q: What movie does this emoji describe? 🏴󠁧󠁢󠁳󠁣󠁴󠁿❤️🗡
  choice: braveheart
  choice: ran
  choice: for a few dollars more
  choice: batman begins
  choice: high noon
A:",130042828,0.8295173319771182,1000,ST5
350,emoji_movie,13,"Q: What movie does this emoji describe? 🎋👸
  choice: for a few dollars more
  choice: v for vendetta
  choice: the silence of the lambs
  choice: donnie darko
  choice: the tale of the princess kaguya
A:",130042828,0.832686771172666,1000,ST5
351,emoji_movie,14,"Q: What movie does this emoji describe? 💉💉🥴🚽
  choice: a clockwork orange
  choice: trainspotting
  choice: mulan
  choice: 3 idiots
  choice: raya and the last dragon
A:",130042828,0.8299040757766358,1000,ST5
352,emoji_movie,15,"Q: What movie does this emoji describe? 🌙👨🏿❤️👨🏿
  choice: monsters, inc.
  choice: up
  choice: moonlight
  choice: ikiru
  choice: twelve monkeys
A:",130042828,0.827522941214206,1000,ST5
353,emoji_movie,16,"Q: What movie does this emoji describe? 👳‍♂️🛶🐯
  choice: mad max: fury road
  choice: the sixth sense
  choice: singin' in the rain
  choice: life of pi
  choice: the secret in their eyes
A:",130042828,0.8295157483990538,1000,ST5
354,emoji_movie,17,"Q: What movie does this emoji describe? 👽👦🚲
  choice: e.t. the extra-terrestrial
  choice: the elephant man
  choice: gran torino
  choice: aladdin
  choice: snatch.
A:",130042828,0.8291242349559331,1000,ST5
355,emoji_movie,18,"Q: What movie does this emoji describe? 👩🏾‍🔬👩🏾‍💻👩🏾‍💼🚀
  choice: eternal sunshine of the spotless mind
  choice: kung fu panda
  choice: hidden figures
  choice: before sunset
  choice: inglourious basterds
A:",130042828,0.8272848263020242,1000,ST5
356,emoji_movie,19,"Q: What movie does this emoji describe? 👴➡️👶
  choice: interstellar
  choice: the wages of fear
  choice: papillon
  choice: bicycle thieves
  choice: the curious case of benjamin button
A:",130042828,0.8296575616148723,1000,ST5
357,emoji_movie,1,"Q: What movie does this emoji describe? 👨🧸
  choice: elite squad: the enemy within
  choice: ted
  choice: gone with the wind
  choice: chinatown
  choice: rebecca
A:",130042828,0.8273004920612318,1000,ST5
358,emoji_movie,20,"Q: What movie does this emoji describe? 👨🗡👩🎋
  choice: groundhog day
  choice: the thing
  choice: how to train your dragon
  choice: crouching tiger hidden dragon
  choice: the good, the bad and the ugly
A:",130042828,0.8320526417620027,1000,ST5
359,emoji_movie,21,"Q: What movie does this emoji describe? 🇮🇹👴🔫
  choice: hotel rwanda
  choice: the third man
  choice: la haine
  choice: 12 angry men
  choice: the godfather
A:",130042828,0.8286914661531019,1000,ST5
360,emoji_movie,22,"Q: What movie does this emoji describe? 👸💇‍♀️
  choice: gandhi
  choice: thelma & louise
  choice: interstellar
  choice: forrest gump
  choice: tangled
A:",130042828,0.8275605865718557,1000,ST5
361,emoji_movie,23,"Q: What movie does this emoji describe? 👨🏻👨🏿👮‍♂️🕳🌅
  choice: jurassic park
  choice: touch of evil
  choice: no country for old men
  choice: gone girl
  choice: the shawshank redemption
A:",130042828,0.8235682702312279,1000,ST5
362,emoji_movie,24,"Q: What movie does this emoji describe? 🦓🦁🦒🐧🏝
  choice: psycho
  choice: the princess bride
  choice: sunset blvd.
  choice: madagascar
  choice: the little mermaid
A:",130042828,0.8274736219970545,1000,ST5
363,emoji_movie,25,"Q: What movie does this emoji describe? 📬👩‍❤️‍👨
  choice: snatch.
  choice: you've got mail
  choice: the thing
  choice: inception
  choice: the truman show
A:",130042828,0.8304385282432135,1000,ST5
364,emoji_movie,26,"Q: What movie does this emoji describe? 👦👓⚡️
  choice: harry potter
  choice: shutter island
  choice: inglourious basterds
  choice: die hard
  choice: moonlight
A:",130042828,0.8261494452233024,1000,ST5
365,emoji_movie,27,"Q: What movie does this emoji describe? 🤼‍♂️🎟🧼
  choice: frozen
  choice: witness for the prosecution
  choice: memories of murder
  choice: fight club
  choice: paths of glory
A:",130042828,0.8331569871859961,1000,ST5
366,emoji_movie,28,"Q: What movie does this emoji describe? 👻🚫👬
  choice: ghostbusters
  choice: the best years of our lives
  choice: juno
  choice: butch cassidy and the sundance kid
  choice: shutter island
A:",130042828,0.8311361220184071,1000,ST5
367,emoji_movie,29,"Q: What movie does this emoji describe? 👧🏞🐰❤️👸
  choice: it happened one night
  choice: vertigo
  choice: kung fu panda
  choice: alice's adventures in wonderland
  choice: mr. smith goes to washington
A:",130042828,0.8324893591103496,1000,ST5
368,emoji_movie,2,"Q: What movie does this emoji describe? 🛶🦈🏖
  choice: jaws
  choice: the wages of fear
  choice: joker
  choice: citizen kane
  choice: slumdog millionaire
A:",130042828,0.8308049419452141,1000,ST5
369,emoji_movie,30,"Q: What movie does this emoji describe? 👧🏽🏝⛵️🌋
  choice: shutter island
  choice: wall-e
  choice: there will be blood
  choice: moana
  choice: throne of blood
A:",130042828,0.8288688270538263,1000,ST5
370,emoji_movie,31,"Q: What movie does this emoji describe? 🦇🆚🃏
  choice: saving private ryan
  choice: the king's speech
  choice: spirited away
  choice: cool hand luke
  choice: the dark knight
A:",130042828,0.8316330339940214,1000,ST5
371,emoji_movie,32,"Q: What movie does this emoji describe? 👨‍👩‍👧🐷🐷🐉
  choice: some like it hot
  choice: terminator 2: judgment day
  choice: spirited away
  choice: roman holiday
  choice: taxi driver
A:",130042828,0.8332840209975013,1000,ST5
372,emoji_movie,33,"Q: What movie does this emoji describe? 👩🐩🐩🍝
  choice: a clockwork orange
  choice: you've got mail
  choice: it
  choice: 101 dalmatians
  choice: the help
A:",130042828,0.8254630595258767,1000,ST5
373,emoji_movie,34,"Q: What movie does this emoji describe? 😈👠
  choice: batman begins
  choice: whiplash
  choice: brokeback mountain
  choice: 8½
  choice: the devil wears prada
A:",130042828,0.8256505813679061,1000,ST5
374,emoji_movie,35,"Q: What movie does this emoji describe? 🤡🔫
  choice: cast away
  choice: saving private ryan
  choice: cinderella
  choice: aladdin
  choice: joker
A:",130042828,0.8293534494337517,1000,ST5
375,emoji_movie,36,"Q: What movie does this emoji describe? 🤰🏃‍♂️👨‍🎤
  choice: cinema paradiso
  choice: x-men: days of future past
  choice: juno
  choice: apocalypse now
  choice: raging bull
A:",130042828,0.8362647089797233,1000,ST5
376,emoji_movie,37,"Q: What movie does this emoji describe? 👩🏻‍🤝‍👨🏾🧠😱🏃🏾‍♂️
  choice: cinema paradiso
  choice: sunset blvd.
  choice: get out
  choice: annie hall
  choice: gone with the wind
A:",130042828,0.8341601500306409,1000,ST5
377,emoji_movie,38,"Q: What movie does this emoji describe? 🚗🏁⛽️
  choice: akira
  choice: the wages of fear
  choice: cars
  choice: a fistful of dollars
  choice: reservoir dogs
A:",130042828,0.8250372146424515,1000,ST5
378,emoji_movie,39,"Q: What movie does this emoji describe? 🦁👑
  choice: antz
  choice: the lion king
  choice: casino
  choice: all about eve
  choice: high school musical
A:",130042828,0.8298309622976945,1000,ST5
379,emoji_movie,3,"Q: What movie does this emoji describe? 🐜🐜🐜
  choice: get out
  choice: the terminator
  choice: kill bill: vol. 1
  choice: antz
  choice: snow white and the seven dwarfs
A:",130042828,0.8321342050904258,1000,ST5
380,emoji_movie,40,"Q: What movie does this emoji describe? 🐧🐾
  choice: gran torino
  choice: pan's labyrinth
  choice: happy feet
  choice: for a few dollars more
  choice: lilo & stitch
A:",130042828,0.8336782110162001,1000,ST5
381,emoji_movie,41,"Q: What movie does this emoji describe? 😄😢😡😰🤢
  choice: casino
  choice: the usual suspects
  choice: high noon
  choice: alice's adventures in wonderland
  choice: inside out
A:",130042828,0.8285993864076165,1000,ST5
382,emoji_movie,42,"Q: What movie does this emoji describe? 👩‍🦰👸🏹
  choice: finding nemo
  choice: twelve monkeys
  choice: ghostbusters
  choice: brave
  choice: pinocchio
A:",130042828,0.826200035467513,1000,ST5
383,emoji_movie,43,"Q: What movie does this emoji describe? 🤠❤️🤠
  choice: happy feet
  choice: saving private ryan
  choice: it happened one night
  choice: brokeback mountain
  choice: oldeuboi
A:",130042828,0.8322141006218343,1000,ST5
384,emoji_movie,44,"Q: What movie does this emoji describe? 👸❤️🦁
  choice: beauty and the beast
  choice: planet of the apes
  choice: howl's moving castle
  choice: alien
  choice: interstellar
A:",130042828,0.8285113501897092,1000,ST5
385,emoji_movie,45,"Q: What movie does this emoji describe? 👦🐉🐉🐉
  choice: get out
  choice: the bridge on the river kwai
  choice: how to train your dragon
  choice: castle in the sky
  choice: monty python and the holy grail
A:",130042828,0.832130811823507,1000,ST5
386,emoji_movie,46,"Q: What movie does this emoji describe? 🤕🥁👨‍🦲
  choice: high school musical
  choice: whiplash
  choice: the thing
  choice: get out
  choice: unforgiven
A:",130042828,0.8280127697558475,1000,ST5
387,emoji_movie,47,"Q: What movie does this emoji describe? 👊🐼
  choice: infernal affairs
  choice: the wolf of wall street
  choice: kung fu panda
  choice: good will hunting
  choice: mary and max
A:",130042828,0.8276336782914474,1000,ST5
388,emoji_movie,48,"Q: What movie does this emoji describe? 💍🧝‍♀️🌋
  choice: gone girl
  choice: the lord of the rings
  choice: rebecca
  choice: dial m for murder
  choice: schindler's list
A:",130042828,0.8278029817608852,1000,ST5
389,emoji_movie,49,"Q: What movie does this emoji describe? 🧜‍♀️❤️🤴
  choice: it
  choice: the little mermaid
  choice: lolita
  choice: indiana jones and the last crusade
  choice: snatch.
A:",130042828,0.8302482190026232,1000,ST5
390,emoji_movie,4,"Q: What movie does this emoji describe? 👦🏽📺💰
  choice: roman holiday
  choice: toy story
  choice: slumdog millionaire
  choice: a clockwork orange
  choice: the wolf of wall street
A:",130042828,0.8316953918031084,1000,ST5
391,emoji_movie,50,"Q: What movie does this emoji describe? 🏃‍♂️🏓🍫
  choice: forrest gump
  choice: the terminator
  choice: mary and max
  choice: back to the future
  choice: pan's labyrinth
A:",130042828,0.8287396824697505,1000,ST5
392,emoji_movie,51,"Q: What movie does this emoji describe? 🔴🔵💊
  choice: raging bull
  choice: whiplash
  choice: the great escape
  choice: get out
  choice: the matrix
A:",130042828,0.8229231848235097,1000,ST5
393,emoji_movie,52,"Q: What movie does this emoji describe? 🤥
  choice: inception
  choice: the big sleep
  choice: lilo & stitch
  choice: heat
  choice: pinocchio
A:",130042828,0.8251273464017882,1000,ST5
394,emoji_movie,53,"Q: What movie does this emoji describe? 🧝‍♂️🧙‍♂️🪄👖🚐
  choice: dr. strangelove or: how i learned to stop worrying and love the bomb
  choice: onward
  choice: mr. smith goes to washington
  choice: brokeback mountain
  choice: no country for old men
A:",130042828,0.8362160054672393,1000,ST5
395,emoji_movie,54,"Q: What movie does this emoji describe? 👦🏠🎄
  choice: big
  choice: once upon a time in the west
  choice: downfall
  choice: a bug's life
  choice: home alone
A:",130042828,0.826055301271132,1000,ST5
396,emoji_movie,55,"Q: What movie does this emoji describe? 👰‍♀️🗡👊
  choice: incendies
  choice: reservoir dogs
  choice: kill bill
  choice: get out
  choice: metropolis
A:",130042828,0.8263878710185518,1000,ST5
397,emoji_movie,56,"Q: What movie does this emoji describe? ❄️👸❄️⛄️
  choice: hidden figures
  choice: the kid
  choice: sleeping beauty
  choice: frozen
  choice: the avengers
A:",130042828,0.8286491046855258,1000,ST5
398,emoji_movie,57,"Q: What movie does this emoji describe? 🦍🏙✈️
  choice: king kong
  choice: the treasure of the sierra madre
  choice: reservoir dogs
  choice: gangs of wasseypur
  choice: sunset blvd.
A:",130042828,0.8285737580042941,1000,ST5
399,emoji_movie,58,"Q: What movie does this emoji describe? 🐰🦊🚔🏙
  choice: strangers on a train
  choice: zootopia
  choice: the apartment
  choice: incendies
  choice: the sound of music
A:",130042828,0.83080472813868,1000,ST5
400,emoji_movie,59,"Q: What movie does this emoji describe? 👩🚘👩⛰
  choice: the big lebowski
  choice: thelma & louise
  choice: the incredibles
  choice: antz
  choice: the shawshank redemption
A:",130042828,0.8264095063179033,1000,ST5
401,emoji_movie,5,"Q: What movie does this emoji describe? 👵🌂👒👫
  choice: la strada
  choice: the incredibles
  choice: mary poppins
  choice: cinderella
  choice: the green mile
A:",130042828,0.823875884939966,1000,ST5
402,emoji_movie,60,"Q: What movie does this emoji describe? 🕷🕸🐷
  choice: big
  choice: the big lebowski
  choice: charlotte's web
  choice: 12 years a slave
  choice: guardians of the galaxy
A:",130042828,0.8265847798124275,1000,ST5
403,emoji_movie,61,"Q: What movie does this emoji describe? 🔬🦖🦕🎢
  choice: moana
  choice: yojimbo
  choice: rush
  choice: jurassic park
  choice: the deer hunter
A:",130042828,0.8202206481169857,1000,ST5
404,emoji_movie,62,"Q: What movie does this emoji describe? 👨🔨🏨👯‍♀️
  choice: life is beautiful
  choice: trainspotting
  choice: the avengers
  choice: jurassic park
  choice: the shining
A:",130042828,0.8294685367008481,1000,ST5
405,emoji_movie,63,"Q: What movie does this emoji describe? 🏫👩‍🎓🎶🏀
  choice: high school musical
  choice: the seventh seal
  choice: inside out
  choice: gandhi
  choice: papillon
A:",130042828,0.8348483814317371,1000,ST5
406,emoji_movie,64,"Q: What movie does this emoji describe? 🤖🪳🌱🌎
  choice: l.a. confidential
  choice: wall-e
  choice: léon: the professional
  choice: big
  choice: rush
A:",130042828,0.8265145694745103,1000,ST5
407,emoji_movie,65,"Q: What movie does this emoji describe? 👧🔄👩
  choice: freaky friday
  choice: the princess and the frog
  choice: oldeuboi
  choice: antz
  choice: snow white and the seven dwarfs
A:",130042828,0.8315759105220253,1000,ST5
408,emoji_movie,66,"Q: What movie does this emoji describe? 👸😘🐸
  choice: monsters inc.
  choice: the princess and the frog
  choice: reservoir dogs
  choice: american history x
  choice: stand by me
A:",130042828,0.8255486374250152,1000,ST5
409,emoji_movie,67,"Q: What movie does this emoji describe? 👨‍🚀⏱🌎👩‍🔬
  choice: interstellar
  choice: toy story
  choice: planet of the apes
  choice: alice's adventures in wonderland
  choice: the sound of music
A:",130042828,0.832552434400903,1000,ST5
410,emoji_movie,68,"Q: What movie does this emoji describe? 😀👩‍⚕️🤯🤪
  choice: modern times
  choice: the hustler
  choice: one flew over the cuckoo's nest
  choice: a fistful of dollars
  choice: the devil wears prada
A:",130042828,0.8335442684833599,1000,ST5
411,emoji_movie,69,"Q: What movie does this emoji describe? 😴🏢🏢⏳
  choice: inception
  choice: the sting
  choice: princess mononoke
  choice: cast away
  choice: the help
A:",130042828,0.8293097031832299,1000,ST5
412,emoji_movie,6,"Q: What movie does this emoji describe? 🐀👨‍🍳👩‍🍳
  choice: e.t. the extra-terrestrial
  choice: zootopia
  choice: mad max: fury road
  choice: a clockwork orange
  choice: ratatouille
A:",130042828,0.8377510190010651,1000,ST5
413,emoji_movie,70,"Q: What movie does this emoji describe? 👧🐟🐠🐡
  choice: mr. smith goes to washington
  choice: the wolf of wall street
  choice: se7en
  choice: finding nemo
  choice: the shining
A:",130042828,0.8270746186486583,1000,ST5
414,emoji_movie,71,"Q: What movie does this emoji describe? 👳‍♂️🧞‍♂️
  choice: cast away
  choice: ted
  choice: inglourious basterds
  choice: aladdin
  choice: lolita
A:",130042828,0.8232413300694078,1000,ST5
415,emoji_movie,72,"Q: What movie does this emoji describe? 👦🚗🕶☀️
  choice: ferris bueller's day off
  choice: the princess and the frog
  choice: home alone
  choice: 2001: a space odyssey
  choice: the great dictator
A:",130042828,0.8296232123191817,1000,ST5
